hex_center_mean_free,hex_center_chi_twist,random_hex_count,random_hex_log1p_count
12.1979166675625,0.05000000000000001,7.0,2.0794415416798357
12.1979166675625,0.11000000000000001,8.0,2.1972245773362196
12.1979166675625,0.17000000000000004,20.0,3.044522437723423
12.1979166675625,0.23,40.0,3.713572066704308
12.1979166675625,0.2900000000000001,23.0,3.1780538303479458
12.1979166675625,0.35000000000000003,8.0,2.1972245773362196
12.1979166675625,0.4100000000000001,7.0,2.0794415416798357
12.1979166675625,0.47000000000000003,2.0,1.0986122886681096
12.1979166675625,0.53,1.0,0.6931471805599453
12.1979166675625,0.59,3.0,1.3862943611198906
12.287500001075001,0.08000000000000002,4.0,1.6094379124341003
12.287500001075001,0.14,4.0,1.6094379124341003
12.287500001075001,0.2,31.0,3.4657359027997265
12.287500001075001,0.26000000000000006,34.0,3.5553480614894135
12.287500001075001,0.32000000000000006,30.0,3.4339872044851463
12.287500001075001,0.3800000000000001,14.0,2.70805020110221
12.287500001075001,0.44000000000000006,10.0,2.3978952727983707
12.287500001075001,0.5,1.0,0.6931471805599453
12.287500001075001,0.6200000000000001,1.0,0.6931471805599453
12.3770833345875,0.11000000000000001,8.0,2.1972245773362196
12.3770833345875,0.17000000000000004,18.0,2.9444389791664403
12.3770833345875,0.23,18.0,2.9444389791664403
12.3770833345875,0.2900000000000001,35.0,3.58351893845611
12.3770833345875,0.35000000000000003,24.0,3.2188758248682006
12.3770833345875,0.4100000000000001,19.0,2.995732273553991
12.3770833345875,0.47000000000000003,4.0,1.6094379124341003
12.3770833345875,0.53,7.0,2.0794415416798357
12.3770833345875,0.59,2.0,1.0986122886681096
12.4666666681,0.14,6.0,1.9459101490553132
12.4666666681,0.2,15.0,2.772588722239781
12.4666666681,0.26000000000000006,32.0,3.4965075614664802
12.4666666681,0.32000000000000006,34.0,3.5553480614894135
12.4666666681,0.3800000000000001,18.0,2.9444389791664403
12.4666666681,0.44000000000000006,9.0,2.302585092994046
12.4666666681,0.5,4.0,1.6094379124341003
12.4666666681,0.56,4.0,1.6094379124341003
12.4666666681,0.6200000000000001,3.0,1.3862943611198906
12.4666666681,0.68,1.0,0.6931471805599453
12.5562500016125,0.11000000000000001,3.0,1.3862943611198906
12.5562500016125,0.17000000000000004,1.0,0.6931471805599453
12.5562500016125,0.23,20.0,3.044522437723423
12.5562500016125,0.2900000000000001,28.0,3.367295829986474
12.5562500016125,0.35000000000000003,32.0,3.4965075614664802
12.5562500016125,0.4100000000000001,24.0,3.2188758248682006
12.5562500016125,0.47000000000000003,14.0,2.70805020110221
12.5562500016125,0.53,11.0,2.4849066497880004
12.5562500016125,0.59,17.0,2.8903717578961645
12.5562500016125,0.65,9.0,2.302585092994046
12.645833335125001,0.08000000000000002,1.0,0.6931471805599453
12.645833335125001,0.14,2.0,1.0986122886681096
12.645833335125001,0.2,5.0,1.791759469228055
12.645833335125001,0.26000000000000006,22.0,3.1354942159291497
12.645833335125001,0.32000000000000006,34.0,3.5553480614894135
12.645833335125001,0.3800000000000001,34.0,3.5553480614894135
12.645833335125001,0.44000000000000006,34.0,3.5553480614894135
12.645833335125001,0.5,18.0,2.9444389791664403
12.645833335125001,0.56,15.0,2.772588722239781
12.645833335125001,0.6200000000000001,23.0,3.1780538303479458
12.645833335125001,0.68,6.0,1.9459101490553132
12.735416668637502,0.11000000000000001,1.0,0.6931471805599453
12.735416668637502,0.17000000000000004,2.0,1.0986122886681096
12.735416668637502,0.23,10.0,2.3978952727983707
12.735416668637502,0.2900000000000001,25.0,3.258096538021482
12.735416668637502,0.35000000000000003,29.0,3.4011973816621555
12.735416668637502,0.4100000000000001,31.0,3.4657359027997265
12.735416668637502,0.47000000000000003,23.0,3.1780538303479458
12.735416668637502,0.53,16.0,2.833213344056216
12.735416668637502,0.59,28.0,3.367295829986474
12.735416668637502,0.65,25.0,3.258096538021482
12.735416668637502,0.71,2.0,1.0986122886681096
12.82500000215,0.2,2.0,1.0986122886681096
12.82500000215,0.26000000000000006,10.0,2.3978952727983707
12.82500000215,0.32000000000000006,13.0,2.639057329615259
12.82500000215,0.3800000000000001,30.0,3.4339872044851463
12.82500000215,0.44000000000000006,40.0,3.713572066704308
12.82500000215,0.5,31.0,3.4657359027997265
12.82500000215,0.56,29.0,3.4011973816621555
12.82500000215,0.6200000000000001,56.0,4.04305126783455
12.82500000215,0.68,21.0,3.091042453358316
12.9145833356625,0.17000000000000004,2.0,1.0986122886681096
12.9145833356625,0.23,7.0,2.0794415416798357
12.9145833356625,0.2900000000000001,3.0,1.3862943611198906
12.9145833356625,0.35000000000000003,14.0,2.70805020110221
12.9145833356625,0.4100000000000001,31.0,3.4657359027997265
12.9145833356625,0.47000000000000003,38.0,3.6635616461296463
12.9145833356625,0.53,41.0,3.7376696182833684
12.9145833356625,0.59,54.0,4.007333185232471
12.9145833356625,0.65,58.0,4.07753744390572
12.9145833356625,0.71,8.0,2.1972245773362196
13.004166669175001,0.2,1.0,0.6931471805599453
13.004166669175001,0.26000000000000006,10.0,2.3978952727983707
13.004166669175001,0.32000000000000006,7.0,2.0794415416798357
13.004166669175001,0.3800000000000001,17.0,2.8903717578961645
13.004166669175001,0.44000000000000006,28.0,3.367295829986474
13.004166669175001,0.5,37.0,3.6375861597263857
13.004166669175001,0.56,49.0,3.912023005428146
13.004166669175001,0.6200000000000001,96.0,4.574710978503383
13.004166669175001,0.68,73.0,4.304065093204169
13.0937500026875,0.2900000000000001,7.0,2.0794415416798357
13.0937500026875,0.35000000000000003,14.0,2.70805020110221
13.0937500026875,0.4100000000000001,21.0,3.091042453358316
13.0937500026875,0.47000000000000003,28.0,3.367295829986474
13.0937500026875,0.53,51.0,3.9512437185814275
13.0937500026875,0.59,66.0,4.204692619390966
13.0937500026875,0.65,135.0,4.912654885736052
13.0937500026875,0.71,29.0,3.4011973816621555
13.1833333362,0.2,1.0,0.6931471805599453
13.1833333362,0.26000000000000006,1.0,0.6931471805599453
13.1833333362,0.32000000000000006,4.0,1.6094379124341003
13.1833333362,0.3800000000000001,10.0,2.3978952727983707
13.1833333362,0.44000000000000006,19.0,2.995732273553991
13.1833333362,0.5,30.0,3.4339872044851463
13.1833333362,0.56,62.0,4.143134726391533
13.1833333362,0.6200000000000001,132.0,4.890349128221754
13.1833333362,0.68,156.0,5.056245805348308
13.1833333362,0.74,1.0,0.6931471805599453
13.272916669712501,0.2900000000000001,3.0,1.3862943611198906
13.272916669712501,0.35000000000000003,3.0,1.3862943611198906
13.272916669712501,0.4100000000000001,3.0,1.3862943611198906
13.272916669712501,0.47000000000000003,17.0,2.8903717578961645
13.272916669712501,0.53,22.0,3.1354942159291497
13.272916669712501,0.59,58.0,4.07753744390572
13.272916669712501,0.65,144.0,4.976733742420574
13.272916669712501,0.71,71.0,4.276666119016055
13.362500003225001,0.32000000000000006,1.0,0.6931471805599453
13.362500003225001,0.3800000000000001,4.0,1.6094379124341003
13.362500003225001,0.44000000000000006,10.0,2.3978952727983707
13.362500003225001,0.5,8.0,2.1972245773362196
13.362500003225001,0.56,18.0,2.9444389791664403
13.362500003225001,0.6200000000000001,74.0,4.31748811353631
13.362500003225001,0.68,163.0,5.099866427824199
13.362500003225001,0.74,1.0,0.6931471805599453
13.4520833367375,0.4100000000000001,3.0,1.3862943611198906
13.4520833367375,0.47000000000000003,2.0,1.0986122886681096
13.4520833367375,0.53,20.0,3.044522437723423
13.4520833367375,0.59,28.0,3.367295829986474
13.4520833367375,0.65,60.0,4.110873864173311
13.4520833367375,0.71,35.0,3.58351893845611
13.54166667025,0.32000000000000006,1.0,0.6931471805599453
13.54166667025,0.3800000000000001,2.0,1.0986122886681096
13.54166667025,0.5,1.0,0.6931471805599453
13.54166667025,0.56,9.0,2.302585092994046
13.54166667025,0.6200000000000001,12.0,2.5649493574615367
13.54166667025,0.68,31.0,3.4657359027997265
13.54166667025,0.74,1.0,0.6931471805599453
13.631250003762501,0.53,2.0,1.0986122886681096
13.631250003762501,0.59,3.0,1.3862943611198906
13.631250003762501,0.65,2.0,1.0986122886681096
13.631250003762501,0.71,2.0,1.0986122886681096
