sigma_hash,sigma_seed_equivalent,mean_info,mean_free,mean_value,ok_goals,epsilon_actual,chi_twist,total_rows,fail_goals,source_run_dir,source_run_name
019cf010e9a3e8c07b031ab23c372e3c,9096421136081551292,4.877837953282786,12.001453813117326,-7.123615859834541,40,0.975,0.125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
a0e96b8266eab6bc802ad8d2f01754ec,4755150122712351335,5.878932418144394,13.024467090817998,-7.145534672673604,40,0.75625,0.38125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
a5ce47ead050954b059d5d1c2a331437,5852969713978851023,4.759741939055768,11.784559464057043,-7.024817525001273,40,0.94375,0.1687499999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
d85b9517362c5f5acb39a28d57c244f8,8930863167896748976,5.536547640565456,12.69702570890008,-7.1604780683346245,40,0.6625,0.4125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
d4949c795f31600cf1357bfc312a0858,1900155031111125109,5.644473240883981,12.724545520169237,-7.080072279285256,40,0.80625,0.4875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
e2a02db91b15ce32fd7a4e185e85284b,4808341964836619444,6.211456380271347,13.354138350675026,-7.142681970403681,40,0.81875,0.66875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
c53df25abbc0675d266ad31d21ed0613,3523705873609118928,5.480750115741452,12.600852179106129,-7.1201020633646745,40,0.81875,0.575,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
290d2e7343561aff36185181548edbb4,590726262221902259,6.123855803009021,13.228741981571554,-7.104886178562532,40,0.8125,0.6625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
a2eaf017fa7ab2df42a78bb70058b516,611763764094442199,5.2621330417106735,12.356721410498892,-7.0945883687882185,40,0.74375,0.1875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
f904a7f3861f09fed7a7c038872291b4,5310043163449140661,5.259210241481473,12.44812061908048,-7.188910377599005,40,0.89375,0.2875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
1c7253ce9d3c89ed38b452f1d46478db,8185567815082544309,6.294957834107611,13.470675654459868,-7.175717820352257,40,0.74375,0.6375,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
cbc45110225db0e1246f0b46e37ce7d3,4321113026053294488,4.248857304060955,11.23723120824377,-6.988373904182815,40,0.5125,0.025,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
8e013485bc184d565dd1449eb879664b,8778551045147721977,4.817994871364712,11.976893842103596,-7.158898970738885,40,0.54375,0.0875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
56d3d9323a4ae89b43884abd26eb1364,8156015770975921307,6.298715804579589,13.40232289669847,-7.1036070921188825,40,0.76875,0.5875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
588c813357b2ed47a27eeed92c2cff2f,6023548283200395711,6.198006564585169,13.336589610219798,-7.13858304563463,40,0.775,0.675,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
6d1ba0e4af1148a1adc861f4a1f4e1a6,576359313767363307,5.04468900345708,12.09030580854406,-7.045616805086981,40,0.65625,0.3125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
0f5e97dddfbade8a6cde5dd939b3b870,836417826782279045,4.749273714869905,11.888007214672417,-7.13873349980251,40,0.54375,0.2312499999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
1016b9edd0074d177a5657078f3ae750,1910593744034955647,4.298038055049099,11.279763668576638,-6.981725613527539,40,0.0125,0.0124999999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
76eba5f2e59dd256cf637adcbf15fa7f,4412057323809382190,6.01053086258773,13.079789222679366,-7.069258360091635,40,0.6625,0.55625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
65fe4af96d5bf3d3f94d3d7663d2376c,4992754110891171605,5.76818217997192,12.831577895514808,-7.063395715542884,40,0.74375,0.625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
bb1409502b404e100ab6c08d3d04f673,62719637531759254,5.990538727718223,13.175480636234184,-7.184941908515961,40,0.83125,0.61875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
0e6e76c7360e348087724d067193926e,2616374319574416239,5.756953697644322,13.076405921160791,-7.319452223516471,40,0.73125,0.3249999999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
a3b6ba00939f8d96e182d86fcd313c80,2949941803948726192,6.012486229709104,13.16743998776544,-7.154953758056337,40,0.73125,0.65625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
adf68ebdcf75dc03711cb4671f9351a0,5551198787499657641,4.892897849265783,11.980858271060075,-7.087960421794293,40,0.71875,0.24375,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
6920791efaf7346d1ee43da2a40457ff,8152975342126153946,5.052458436145184,12.162034860034948,-7.109576423889761,40,0.98125,0.0437499999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
205b0342fdb5dfaf4e3ee7caccc3ac24,1077748241571736451,4.728720745586359,11.834955160322515,-7.106234414736159,40,0.91875,0.31875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
808e59a15a8b63a1abafde7c265b4b22,3228115281829302887,5.744624695162842,12.82880326534848,-7.08417857018564,40,0.7,0.58125,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
49e5eb5dce5b8c9f21beb9532c80edf4,3858054423976085299,5.5459316147762845,12.752114590234948,-7.206182975458664,40,0.5875,0.275,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
35b24bc888a75fa594185bd6cfc22b44,9186484967412132495,5.515713354151956,12.683663244148027,-7.167949889996073,40,0.3375,0.3375,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
f4484deac7b6fa4ee7a04301ee70ff26,5778363339027444679,4.749652013161437,11.838719267232667,-7.089067254071232,40,0.525,0.0875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
b4d61446daf1e382ae65a9b21e651ca1,1734398503100670889,6.074256056246782,13.236252104858783,-7.161996048612001,40,0.73125,0.65,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
4a9819ed5cf4e0befe725eb5ec5217e2,1414854382909643105,6.271620517363802,13.379494762121528,-7.107874244757727,40,0.81875,0.5875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
0bbc209544e1d87905c9a51b8b19204d,2108219289258217791,6.045185984614362,13.167083892795588,-7.121897908181228,40,0.775,0.675,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
792dc49d5de8c855feaf1188b0dd8fe4,8145493040185680017,6.146075011257653,13.282601469661913,-7.136526458404259,40,0.79375,0.64375,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
14b19b986c1dd77ca84a58ecdef58977,5885518745345013872,4.544294144692609,11.600855974066889,-7.056561829374279,40,0.975,0.0999999999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
7bf54088bc543d91ae367cff8978e1b5,2747475121699642586,5.092833179287963,12.238355065286171,-7.145521885998209,40,0.9625,0.1999999999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
b7e21e6bd669647a957e82753c0b010d,379075655697811973,4.972334238894515,12.163597564250145,-7.191263325355626,40,0.73125,0.1937499999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
e4633f8cf862434d904aafc1ca3a9bf0,6417962465249665678,5.730617021468527,12.88480567340101,-7.154188651932482,40,0.80625,0.56875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
d7cedde2de230ebe8ca55a936f03916c,4342339037949439724,5.920597209701264,13.033285022670418,-7.112687812969154,40,0.775,0.64375,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
04e8d817b346f3b9bcbccff86d1b99b4,5084141937891049767,4.842584660905876,11.896593570744669,-7.05400890983879,40,0.9875,0.0437499999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
50dd4b48033bc0bfd1dc63a83a75ee33,8329119680382726067,6.165867246906133,13.299502853620076,-7.133635606713942,40,0.75,0.65625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
0f79138051a4673a9e45df3d9f1d211c,4411282699481116561,4.752911615771095,11.83216588532278,-7.079254269551686,40,0.11875,0.11875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
c315b6dda934d84966a7751ebaba4281,7841579327356662550,4.716120956869437,11.782410908439278,-7.06628995156984,40,0.76875,0.2312499999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
3182ea5434b1c3e68323e81d4eb4dac8,7361622623296971413,6.0937789960272415,13.125249761361092,-7.031470765333852,40,0.725,0.6625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
08ba608f29bf40102b6d9e3a26e33f8f,4387173820627271599,5.930430107383085,13.026166029348676,-7.095735921965591,40,0.73125,0.6875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
ab5baf4c79c25ecb382125fae91e41c7,1069750682097221472,5.381666168632164,12.595546419337731,-7.213880250705569,40,0.78125,0.1999999999999999,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
4084bd6d5cc84f8366bd4f5b6fd29b19,7477886565266700832,4.928539906047644,12.088373119685942,-7.159833213638298,40,0.5875,0.25,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
58506a49af562e1e5c1b0eddd872a4f8,917577024495616310,4.492047000142505,11.525174321127986,-7.033127320985481,40,0.7625,0.15,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
906ef8cff5ac62ea98198b1cd3d6d339,4104886735474759952,5.898746026081657,13.092673149190457,-7.193927123108802,40,0.73125,0.65625,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
5cbeccf91d9fdf18a17e6d44b7464165,6556123090123095959,6.0830886716211765,13.212973713774266,-7.129885042153092,40,0.7625,0.65,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
cc9dd119f32b1180dc3ba7646a8a67bb,8464314943206886079,5.875418649204342,13.039596506697697,-7.164177857493357,40,0.81875,0.65,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10,g40-pop-96-perm-bal-17-03-b1-random-four-rooms-sp3011-10
0b6f680c4660e967f56b6e06b1948a80,885588580642479440,5.329944384380748,12.503516324753145,-7.173571940372396,40,0.8375,0.36875,40,0,/media/merlin/grid-twist/data-schema-10/random/init_method=perm_balanced/env_id=four_rooms/shape=7x7/beta=1/det=0.97/run_name=g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10,g100-pop-96-perm-bal-18-03-b1-random-four-rooms-sp3011-10
