hex_center_mean_free,hex_center_chi_twist,hex_count,hex_log1p_count
10.7645833313625,0.2900000000000001,29.0,3.4011973816621555
10.7645833313625,0.35000000000000003,102.0,4.634728988229636
10.7645833313625,0.4100000000000001,135.0,4.912654885736052
10.7645833313625,0.47000000000000003,27.0,3.332204510175204
10.9437499983875,0.23,54.0,4.007333185232471
10.9437499983875,0.2900000000000001,49.0,3.912023005428146
10.9437499983875,0.35000000000000003,90.0,4.51085950651685
10.9437499983875,0.4100000000000001,117.0,4.770684624465665
10.9437499983875,0.47000000000000003,38.0,3.6635616461296463
11.1229166654125,0.17000000000000004,11.0,2.4849066497880004
11.1229166654125,0.23,48.0,3.8918202981106265
11.1229166654125,0.2900000000000001,42.0,3.7612001156935624
11.1229166654125,0.35000000000000003,71.0,4.276666119016055
11.1229166654125,0.4100000000000001,90.0,4.51085950651685
11.1229166654125,0.47000000000000003,29.0,3.4011973816621555
11.3020833324375,-0.009999999999999998,1.0,0.6931471805599453
11.3020833324375,0.17000000000000004,19.0,2.995732273553991
11.3020833324375,0.23,13.0,2.639057329615259
11.3020833324375,0.2900000000000001,32.0,3.4965075614664802
11.3020833324375,0.35000000000000003,63.0,4.1588830833596715
11.3020833324375,0.4100000000000001,66.0,4.204692619390966
11.3020833324375,0.47000000000000003,35.0,3.58351893845611
11.4812499994625,0.05000000000000001,1.0,0.6931471805599453
11.4812499994625,0.11000000000000001,1.0,0.6931471805599453
11.4812499994625,0.17000000000000004,4.0,1.6094379124341003
11.4812499994625,0.23,15.0,2.772588722239781
11.4812499994625,0.2900000000000001,18.0,2.9444389791664403
11.4812499994625,0.35000000000000003,63.0,4.1588830833596715
11.4812499994625,0.4100000000000001,51.0,3.9512437185814275
11.4812499994625,0.47000000000000003,27.0,3.332204510175204
11.4812499994625,0.53,2.0,1.0986122886681096
11.6604166664875,0.17000000000000004,4.0,1.6094379124341003
11.6604166664875,0.23,6.0,1.9459101490553132
11.6604166664875,0.2900000000000001,20.0,3.044522437723423
11.6604166664875,0.35000000000000003,32.0,3.4965075614664802
11.6604166664875,0.4100000000000001,33.0,3.5263605246161616
11.6604166664875,0.47000000000000003,17.0,2.8903717578961645
11.8395833335125,0.17000000000000004,3.0,1.3862943611198906
11.8395833335125,0.23,5.0,1.791759469228055
11.8395833335125,0.2900000000000001,20.0,3.044522437723423
11.8395833335125,0.35000000000000003,16.0,2.833213344056216
11.8395833335125,0.4100000000000001,19.0,2.995732273553991
11.8395833335125,0.47000000000000003,10.0,2.3978952727983707
11.8395833335125,0.53,1.0,0.6931471805599453
12.018750000537501,0.11000000000000001,1.0,0.6931471805599453
12.018750000537501,0.17000000000000004,2.0,1.0986122886681096
12.018750000537501,0.23,2.0,1.0986122886681096
12.018750000537501,0.2900000000000001,4.0,1.6094379124341003
12.018750000537501,0.35000000000000003,12.0,2.5649493574615367
12.018750000537501,0.4100000000000001,17.0,2.8903717578961645
12.018750000537501,0.47000000000000003,4.0,1.6094379124341003
12.1979166675625,0.17000000000000004,1.0,0.6931471805599453
12.1979166675625,0.23,1.0,0.6931471805599453
12.1979166675625,0.2900000000000001,8.0,2.1972245773362196
12.1979166675625,0.35000000000000003,8.0,2.1972245773362196
12.1979166675625,0.4100000000000001,3.0,1.3862943611198906
12.1979166675625,0.47000000000000003,6.0,1.9459101490553132
12.3770833345875,0.23,1.0,0.6931471805599453
12.3770833345875,0.2900000000000001,2.0,1.0986122886681096
12.3770833345875,0.35000000000000003,8.0,2.1972245773362196
12.3770833345875,0.4100000000000001,3.0,1.3862943611198906
12.3770833345875,0.47000000000000003,5.0,1.791759469228055
12.3770833345875,0.53,2.0,1.0986122886681096
12.5562500016125,0.23,2.0,1.0986122886681096
12.5562500016125,0.2900000000000001,4.0,1.6094379124341003
12.5562500016125,0.35000000000000003,3.0,1.3862943611198906
12.5562500016125,0.4100000000000001,4.0,1.6094379124341003
12.5562500016125,0.47000000000000003,5.0,1.791759469228055
12.5562500016125,0.53,2.0,1.0986122886681096
12.5562500016125,0.59,1.0,0.6931471805599453
12.735416668637502,0.4100000000000001,1.0,0.6931471805599453
12.735416668637502,0.47000000000000003,2.0,1.0986122886681096
12.735416668637502,0.53,2.0,1.0986122886681096
12.735416668637502,0.59,1.0,0.6931471805599453
12.9145833356625,0.23,2.0,1.0986122886681096
12.9145833356625,0.4100000000000001,3.0,1.3862943611198906
12.9145833356625,0.47000000000000003,4.0,1.6094379124341003
12.9145833356625,0.53,1.0,0.6931471805599453
12.9145833356625,0.59,1.0,0.6931471805599453
12.9145833356625,0.71,1.0,0.6931471805599453
13.0937500026875,0.4100000000000001,1.0,0.6931471805599453
13.0937500026875,0.47000000000000003,1.0,0.6931471805599453
13.0937500026875,0.53,1.0,0.6931471805599453
13.0937500026875,0.59,4.0,1.6094379124341003
13.0937500026875,0.65,2.0,1.0986122886681096
13.0937500026875,0.71,3.0,1.3862943611198906
13.272916669712501,0.53,2.0,1.0986122886681096
13.272916669712501,0.59,4.0,1.6094379124341003
13.272916669712501,0.65,3.0,1.3862943611198906
13.4520833367375,0.53,1.0,0.6931471805599453
13.4520833367375,0.65,3.0,1.3862943611198906
